SEDTS_ID,DOSDUR,EXPSTDTC,GLPFL,GLPTYP,HOUSEGRP,ROUTE,SEXPOP,SNDCTVER,SNDIGVER,SPECIES,SPLANSUB,SPLRLOC,SPLRNAM,SPREFID,SSPONSOR,SSTYP,STCAT,STRAIN,STSTYP,TRMSAC,TRTV,TSTFLOC,DOSENDTC,DOSSTDTC,PDOSFRQ,SBSTRAIN,PLANFSUB,PLANMSUB,TOTANPCH,START_YEAR,MTHTRM
1938,91,2011-12-06,Y,Y,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,188,"Sulzfeld,Germany",CHARLES RIVER,T9082757,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral,"c(""P100D"", ""P51D"", ""P71D"")",WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1939,183,2011-08-30,Y,Y,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,128,"AD Horst,Netherland",HARLAN,TOXT0082532,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P183D,NK-TRÃ¤GER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1940,64,2011-04-01,Y,Y,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,144,"Sulzfeld,Germany",CHARLES RIVER,TOXT1082443,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P50D"", ""P64D"")",0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1941,356,2011-05-11,Y,Y,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,40,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT1082452,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Oral by Gavage,P365D,NK-TRÃ¤GER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1942,28,2011-09-28,Y,Y,SINGLE HOUSED,SUBCUTANEOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,28,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT1082911,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,s.c.,P29D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1943,,2011-10-31,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,9,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT3082940,Bayer AG,SUBACUTE,Subacute,CYNOMOLGUS,Oral by Gavage,P15D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1944,14,2011-10-31,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,8,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT3082940,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,Oral by Gavage,P15D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1945,,2011-03-09,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,60,"AD Horst,Netherland",HARLAN,TOXT4082437,Bayer AG,,TOX,WISTAR WU,i.v. Short injection,P15D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1946,,2011-06-17,N,N,SINGLE HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"Sulzfeld,Germany",CHARLES RIVER,TOXT4082482,Bayer AG,,TOX,WISTAR HAN,Oral by Gavage,P15D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1947,,2011-02-23,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,154,"Sulzfeld,Germany",CHARLES RIVER,TOXT5082212,Bayer AG,SUBCHRONIC,Subchronic,WISTAR HAN,Oral by Gavage,P92D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1948,,2011-03-28,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,160,"Sulzfeld,Germany",CHARLES RIVER,TOXT5082438,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P22D"", ""P28D"")",WATERfI,"Berlin,Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1949,,2011-05-12,N,N,SINGLE HOUSED,,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,30,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT6082196,Bayer AG,local tolerance,TOX,CYNOMOLGUS,Implantation,P85D,,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1950,1,2011-05-06,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,16,"AD Horst,Netherlands",HARLAN,TOXT6082475,Bayer AG,SINGLE DOSE,TOX,WISTAR WU,i.v. Short injection,P5D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1951,,2011-02-28,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,28,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT7082214,Bayer AG,SUBCHRONIC,Subchronic,CYNOMOLGUS,Oral by Gavage,P20D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1952,,2011-04-26,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,44,"Sulzfeld,Germany",CHARLES RIVER,TOXT7082467,Bayer AG,EXTENDED SINGLE DOSE,Extended Single Dose,WISTAR HAN,i.v. Short injection,"c(""P15D"", ""P2D"", ""P5D"")",PBS,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1953,,2011-01-25,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,138,"Sulzfeld,Germany",CHARLES RIVER,TOXT8082143,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),i.v. Short injection,"c(""P16D"", ""P30D"")",NA-ACETATE+NACL,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1954,,2011-03-07,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,36,"Borchen,Germany",HARLAN WINKELMANN,TOXT8082215,Bayer AG,SUBCHRONIC,Subchronic,BEAGLE,Oral by Gavage,P273D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1955,,2011-06-23,N,N,SINGLE HOUSED,dermal,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,28,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT8082477,Bayer AG,SUBCHRONIC,Subchronic,CYNOMOLGUS,Dermal,P29D,RIZINUSÃ¶L,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1956,,2011-06-28,N,N,GROUP HOUSED,s.c.,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,132,"AD Horst,Netherland",HARLAN,TOXT9082478,Bayer AG,SUBCHRONIC,Subchronic,WISTAR WU,Dermal,P29D,CASTOROIL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1957,14,2010-07-13,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"AD Horst,Netherlands",HARLAN,T0081966,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,ORAL BY GAVAGE,P15D,CORNOIL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1958,,2010-10-25,Y,Y,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,720,"Sulzfeld,Germany",CHARLES RIVER,T0082307,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),DIETARY,P730D,PROVIMIKLIBA3883.G4.S15,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1959,4,2010-11-22,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,44,"AD Horst,Netherlands",HARLAN,T2081788,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,CP,,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1960,182,2010-05-18,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,208,"AD Horst,Netherland",HARLAN,T2081805,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P170D"", ""P185D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1961,14,2010-09-14,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,110,"Sulzfeld,Germany",CHARLES RIVER,T2082228,Bayer AG,REPEAT DOSE,TOX,SPRAGUE-DAWLEY,i.v. Short injection,"c(""P15D"", ""P40D"")",WATERfI,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1962,1,2010-10-05,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"Sulzfeld,Germany",CHARLES RIVER,T2082237,Bayer AG,SINGLE DOSE,TOX,SPRAGUE-DAWLEY,i.v. Short injection,P2D,WATERfI,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1963,364,2010-08-31,Y,Y,GROUP HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,520,"AD Horst,Netherland",HARLAN,T5081989,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral via Diet,P730D,PROVIMIKLIBA3883.G4.S15,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1964,,2010-05-10,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,76,"Sulzfeld,Germany",CHARLES RIVER,T6081449,Bayer AG,REPEAT DOSE,TOX,WISTAR,Continuous Infusion,P100D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1965,91,2010-04-19,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Borchen,Germany",HARLAN WINKELMANN,T6081467,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P92D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1966,28,2010-11-08,Y,Y,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T6082240,Bayer AG,REPEAT DOSE,TOX,BEAGLE,i.v. Short injection,"c(""P29D"", ""P57D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1967,7,2010-04-27,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,18,"AD Horst,Netherlands",HARLAN,T7081800,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P8D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1968,91,2010-03-01,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Sulzfeld,Germany",CHARLES RIVER,T8081469,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P92D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1969,,2010-11-02,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,80,"Sulzfeld,Germany",CHARLES RIVER,T9081451,Bayer AG,REPEAT DOSE,TOX,WISTAR,Continuous Infusion,"c(""P106D"", ""P77D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1970,28,2010-07-07,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,24,"Lyon Cedex 02,France",MARSHALL,TOXT0081533,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1971,28,2010-05-12,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,24,"Lyon Cedex 02,France",MARSHALL,TOXT1081516,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,TYLOSE,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1972,1,2010-10-19,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,80,"AD Horst,Netherlands",HARLAN,TOXT1082155,Bayer AG,SINGLE DOSE,TOX,WISTAR WU,i.v. Short injection,"c(""P15D"", ""P3D"")",VEHICLE,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1973,28,2010-07-08,Y,Y,GROUP HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,135,"Sulzfeld,Germany",CHARLES RIVER,TOXT2081111,Bayer AG,REPEAT DOSE,TOX,SPRAGUE-DAWLEY,i.v. Short injection,P30D,PUFFER-SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1974,,2009-12-16,N,N,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,52,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT3081068,Bayer AG,,TOX,CYNOMOLGUS,Oral by Gavage,"c(""P370D"", ""P92D"")",NKM-TRÃ¤GER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,
1975,,2010-03-31,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,75,"AD Horst,Netherland",HARLAN,TOXT3081491,Bayer AG,,TOX,WISTAR WU,Oral by Gavage,P92D,NKM-TRÃ¤GER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1976,,2010-08-17,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,29,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT3081554,Bayer AG,,TOX,CYNOMOLGUS,Oral by Gavage,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1977,1,2010-10-13,N,N,GROUP HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,35,"AD Horst,Netherland",HARLAN,TOXT3082148,Bayer AG,SINGLE DOSE,TOX,WISTAR WU,i.v. Short injection,"c(""P15D"", ""P22D"")",PBS,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1978,,2010-11-10,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,100,"AD Horst,Netherlands",HARLAN,TOXT3082157,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P93D,NK-TRÃ¤GER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1979,,2010-09-06,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOMKEY,30,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT4081555,Bayer AG,,TOX,CYNOMOLGUS,i.v. Short injection,P8D,0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1980,1,2010-10-18,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,16,"AD Horst,Netherlands",HARLAN,TOXT4082149,Bayer AG,SINGLE DOSE,TOX,WISTAR WU,i.v. Short injection,P5D,PBS,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1981,,2010-02-24,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,120,"AD Horst,Netherlands",HARLAN,TOXT5081475,Bayer AG,SINGLE DOSE,TOX,WISTAR WU,i.v. Short injection,"c(""P15D"", ""P3D"")",0.9% SALINE SOLUTION,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1982,,2010-10-07,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,130,"AD Horst,Netherland",HARLAN,TOXT6082141,Bayer AG,EXTENDED SINGLE DOSE,Extended Single Dose,WISTAR WU,i.v. Short injection,P8D,0.9% SALINE SOLUTION,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1983,6,2010-11-06,N,N,SINGLE HOUSED,"c(""INTRAVENOUS"", ""SUBCUTANEOUS"")",M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,6,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT6082150,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,i.v. Short injection,,WATERfI,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1984,,2010-11-24,N,N,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,32,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,TOXT7082160,Bayer AG,CHRONIC,Chronic,CYNOMOLGUS,Oral by Gavage,P92D,NK-TRÃ¤GER,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1985,,2010-04-28,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,69,"AD Horst,Netherland",HARLAN,TOXT8081513,Bayer AG,EXTENDED SINGLE DOSE,Extended Single Dose,WISTAR WU,i.v. Short injection,P8D,SALINE SOLUTION,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1986,,2010-05-26,N,N,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,18,"Lyon Cedex 02,France",MARSHALL,TOXT8081522,Bayer AG,SUBCHRONIC,Subchronic,BEAGLE,Oral via Diet,P183D,0.9% SALINE SOLUTION,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1987,,2010-09-22,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,76,"AD Horst,Netherland",HARLAN,TOXT9082135,Bayer AG,SUBACUTE,Subacute,WISTAR WU,Oral by Gavage,P92D,NK-TRÃ¤GER,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1988,,2009-06-05,N,N,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,136,"Sulzfeld,Germany",CHARLES RIVER,T1080698,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral,"c(""P14D"", ""P16D"")",PROVIMIKLIBA3883.G4.S25,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,
1989,14,2009-06-02,N,N,GROUP HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherlands",HARLAN,T7080694,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral,P15D,PROVIMIKLIBA3883.G4.S25,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,
1990,712,2009-02-24,Y,Y,GROUP HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,520,"AD Horst,Netherland",HARLAN,T8076320,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral via Diet,P736D,PROVIMIKLIBA3883.G4.S25,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,
1991,14,2009-09-08,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherlands",HARLAN,T8081126,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P10D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,
1992,712,2007-10-22,Y,Y,GROUP HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,520,"Borchen,Germany",HARLAN WINKELMANN,T9078248,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral via Diet,P743D,PROVIMIKLIBA3883.G4.S25,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2007,
1993,28,2014-01-15,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T101119-3,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1994,28,2012-08-20,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,128,"AD Horst,Netherland",HARLAN,T100106-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P29D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1995,91,2012-01-30,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,32,"Lyon Cedex 02,France",MARSHALL,T1083361,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P92D,PEG400,"Wupertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1996,28,2010-10-11,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,24,"AD Horst,Netherlands",HARLAN,T9082306,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1997,,2010-02-09,N,N,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,720,"Sulzfeld,Germany",CHARLES RIVER,T 4079666,Bayer AG,CHRONIC,Chronic,"CD1 (outbred), Crl:CD1(Icr)",Oral via Diet,P730D,PROVIMIKLIBA3883.G4.S25,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
2022,42,2017-01-26,,OECD,SINGLE HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,17,"Ebene, Mauritius",Noveprim,NOT AVAILABLE,Bayer AG,SINGLE DOSE,TOX,CYNOMOLGUS,NULL,"c(""P22D"", ""P50D"", ""P5D"", ""P8D"", ""PT1H"", ""PT24H"", ""PT4H"")",SALINE SOLUTION,BP 563 - 27005 Evreux,2017-03-23,2017-02-09,NULL,NULL,NULL,NULL,NULL,2017,ANESTHETIZED LETHAL INJECTION INTRAVENOUS EXSANGUINATION
2025,76,2018-06-15,,OECD,SINGLE HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2018-12-21,SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,12,"Ebene, Mauritius",NOVEPRIM EUROPE,NOT APPLICABLE,Bayer AG,SINGLE DOSE,TOX,CYNOMOLGUS,NULL,"c(""PT1176H"", ""PT168H"", ""PT24H"", ""PT4H"", ""PT504H"", ""PT96H"")",NONE,BP 563 - 27005 Evreux,2018-09-13,2018-06-29,NULL,NULL,NULL,NULL,NULL,2018,LETHAL INJECTION INTRAVENOUS EXSANGUINATION
2027,62,2017-09-21,,OECD,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,22,"Ebene, Mauritius",NOVEPRIM EUROPE,NONE,Bayer AG,SINGLE DOSE,TOX,CYNOMOLGUS,NULL,P50D,NACL0.9%,BP 563 - 27005 Evreux,2017-12-06,2017-10-06,NULL,NULL,NULL,NULL,NULL,2017,ANESTHETIZED LETHAL INJECTION INTRAVENOUS EXSANGUINATION
2031,,2012-08-09,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,35,"Lyon Cedex 02,France",MARSHALL,T100122-6,Bayer AG,SUBACUTE,Subacute,BEAGLE,Oral by Gavage,P29D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
2041,,2021-02-23,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,12,"Sulzfeld,Germany",CHARLES RIVER,T105174-8,Bayer AG,SINGLE DOSE,Single Dose,WISTAR HAN,Oral by Gavage,P2D,ETHANOL/KOLLIPHORHS15/WATER,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021,
